recording_id,event_id,ego_id,target_id,start_frame,end_frame,anchor_frame,context_end_frame,context_length,context_horizon_steps,pre_cross_steps,post_cross_steps,risk_start_frame,risk_start_index,cross_frame,cutin_start_frame,cutin_end_frame,source_lane,target_lane,ego_length,adv_length,initial_gap,initial_closing_speed,recorded_min_gap,recorded_min_ttc,completion_gap,post_cutin_min_gap,post_cutin_min_ttc,cutin_gap,cutin_ttc,cutin_time_headway,cutin_lateral_time_gap,max_post_cutin_drac,cutin_duration_seconds,cross_lateral_offset,min_abs_lateral_offset,max_abs_lateral_velocity,max_lateral_approach_speed,final_abs_lateral_offset,cutin_safety_risk_score,post_longitudinal_risk_score,ltg_risk_score,y_long,is_cutin,is_front_cutin,collision,near_collision,y_cutin
26,cin_26_00027,636,639,6078,6652,6415,6515,101,100,30,70,6445,29,6445,6434,6652,4,3,4.55,4.85,33.700009155273435,-5.100000381469727,33.90999984741211,1000.0,79.09,39.77000045776367,1000.0,39.77000045776367,1000.0,2.863210916519165,2.030001668931645,0.0,8.72,2.160000000000002,0.4099998474121094,1.0000228881835938,1.0000228881835938,0.4099998474121094,0.41522688218019715,0.3281726173708067,0.08705426480939044,0.3281726173708067,1.0,1.0,0.0,0.0,0.41522688218019715
26,cin_26_00028,654,645,6227,6774,6476,6576,101,100,30,70,6506,29,6506,6495,6619,3,4,3.74,5.05,25.23,2.3900012969970703,22.450000762939453,10.648308753967285,26.400000000000002,22.450000762939453,20.32745361328125,22.97000503540039,20.32745361328125,1.315578818321228,2.150002622606871,0.02779490128159523,4.96,-2.2699999999999996,0.4099998474121094,1.250004768371582,1.250004768371582,0.4099998474121094,0.9116660391080116,0.8250518536278882,0.08661418548012337,0.8250518536278882,1.0,1.0,0.0,0.0,0.9116660391080116
26,cin_26_00029,654,652,6227,6685,6310,6410,101,100,45,55,6355,44,6355,6344,6422,3,4,3.74,4.55,14.45998046875,-1.3000001907348633,14.519977569580078,1000.0,33.42999999999999,19.120014190673828,1000.0,19.120014190673828,1000.0,1.2131989002227783,1.7279932861584237,0.0,3.12,-2.3499999999999996,0.4499998092651367,1.250004768371582,1.250004768371582,0.4499998092651367,0.8770843387609218,0.7672797412967769,0.10980459746414495,0.7672797412967769,1.0,1.0,0.0,0.0,0.8770843387609218
26,cin_26_00031,749,729,7199,7928,7745,7845,101,100,25,75,7770,24,7770,7759,7837,2,3,4.85,6.06,36.98999969482422,6.890000343322754,22.49000358581543,5.297214031219482,22.549999999999997,22.49000358581543,5.473117828369141,30.53999900817871,5.473117828369141,2.731663465499878,1.213334604900301,0.5097643136978149,3.12,-1.879999999999999,0.010000228881835938,1.4999985694885254,1.4999985694885254,0.2200002670288086,0.9910806717971319,0.8394455431443395,0.15163512865279233,0.8394455431443395,1.0,1.0,0.0,0.0,0.9910806717971319
26,cin_26_00032,775,770,7455,7882,7696,7796,101,100,35,65,7731,34,7731,7720,7882,8,7,4.35,3.84,20.500001220703126,1.6100006103515625,18.739992141723633,12.849066734313965,26.409999999999997,18.739992141723633,46.146392822265625,18.920015335083008,46.146392822265625,0.8405159711837769,0.9120497463090833,0.004442382138222456,6.48,1.2299999999999969,0.0,1.5000343322753906,1.5000343322753906,0.39999961853027344,1.4194257863209556,1.217193593550705,0.2022321927702506,1.217193593550705,1.0,1.0,0.0,0.0,1.4194257863209556
26,cin_26_00034,822,819,7973,8848,8257,8357,101,100,30,70,8287,29,8287,8276,8362,2,3,3.94,4.55,12.289988403320312,2.580000400543213,7.2800092697143555,4.64197301864624,7.259999999999967,7.2800092697143555,5.197802543640137,9.460001945495605,5.197802543640137,1.0762231349945068,1.1266585075101327,0.1750739961862564,3.44,-1.9299999999999997,0.0,1.5000104904174805,1.5000104904174805,0.18000030517578125,1.6702009299618243,1.5016661065213421,0.16853482344048218,1.5016661065213421,1.0,1.0,0.0,0.0,1.6702009299618243
26,cin_26_00035,893,886,8658,9645,8757,8857,101,100,15,85,8772,14,8772,8761,8879,2,3,5.46,6.06,22.740000000000002,4.090000152587891,10.660013198852539,4.974210739135742,9.790000000000068,10.660013198852539,4.974210739135742,20.180002212524414,5.161126136779785,1.5631295442581177,2.1066853164637442,0.37993165850639343,4.72,-1.67,0.009999275207519531,0.9999990463256836,0.9999990463256836,0.25999927520751953,1.4569398240054159,1.366563564734585,0.09037625927083079,1.366563564734585,1.0,1.0,0.0,0.0,1.4569398240054159
26,cin_26_00036,905,904,8780,9142,8792,8892,101,100,15,85,8807,14,8807,8796,8919,7,6,4.95,5.05,6.269998550415039,-3.260000228881836,6.399999618530273,1000.0,26.57000000000002,8.330001831054688,1000.0,8.330001831054688,1000.0,0.361545205116272,1.6959603280564561,0.0,4.92,2.3200000000000003,0.0,1.5000343322753906,1.5000343322753906,0.030000686645507812,2.8428944054176557,2.730711833576675,0.11218257184098053,2.730711833576675,1.0,1.0,0.0,0.0,2.8428944054176557
26,cin_26_00037,937,931,9078,9417,9088,9188,101,100,35,65,9123,34,9123,9112,9240,6,7,4.35,4.35,54.789999389648436,-1.3899993896484375,54.84000015258789,1000.0,63.71,56.87999725341797,1000.0,56.87999725341797,1000.0,2.3829071521759033,1.4600371942205903,0.0,5.12,-1.5,0.1399993896484375,1.0000228881835938,1.0000228881835938,0.1399993896484375,0.5447486086728472,0.42402474599463086,0.12072386267821643,0.42402474599463086,1.0,1.0,0.0,0.0,0.5447486086728472
26,cin_26_00038,982,965,9533,10377,10176,10276,101,100,50,50,10226,49,10226,10215,10362,4,3,5.15,3.54,16.15999725341797,0.48999977111816406,16.100000381469727,35.08702850341797,23.200000000000003,16.869997024536133,1000.0,16.869997024536133,1000.0,1.3006936311721802,1.8800019073504517,0.0,5.88,1.9499999999999993,0.5399999618530273,1.0000228881835938,1.0000228881835938,0.5399999618530273,0.86656938483779,0.770700308211314,0.09586907662647606,0.770700308211314,1.0,1.0,0.0,0.0,0.86656938483779
26,cin_26_00039,999,986,9677,10483,9974,10074,101,100,15,85,9989,14,9989,9978,10131,4,3,5.26,3.74,21.300018310546875,2.020000457763672,18.459991455078125,10.712117195129395,19.27000000000001,18.459991455078125,14.535722732543945,20.350006103515625,14.535722732543945,2.0871801376342773,1.9100026226068711,0.048157207667827606,6.12,2.040000000000001,0.5699996948242188,0.9999990463256836,0.9999990463256836,0.5699996948242188,0.6928047924852643,0.6043337235082517,0.08847106897701257,0.6043337235082517,1.0,1.0,0.0,0.0,0.6928047924852643
26,cin_26_00040,1010,1002,9780,10715,10017,10117,101,100,45,55,10062,44,10062,10051,10249,4,3,4.85,4.45,12.15999755859375,0.21000003814697266,12.129999160766602,75.93749237060547,19.09000000000001,13.309991836547852,1000.0,13.309991836547852,1000.0,1.5090693235397339,2.7466916743491114,0.0,7.92,2.1799999999999997,0.869999885559082,0.9999990463256836,0.9999990463256836,0.869999885559082,0.7775056996042004,0.7082876746717539,0.06921802493244643,0.7082876746717539,1.0,1.0,0.0,0.0,0.7775056996042004
26,cin_26_00041,1041,1035,10089,10479,10110,10210,101,100,30,70,10140,29,10140,10129,10279,7,6,5.05,2.93,27.239997634887693,1.3200016021728516,23.399999618530273,20.7557373046875,21.819999999999972,23.399999618530273,24.339641571044922,25.85000228881836,24.38680648803711,1.08476722240448,2.880119532044761,0.02177516557276249,6.0,2.2799999999999976,0.8299999237060547,1.0000228881835938,1.0000228881835938,0.8299999237060547,1.1748828654588528,1.1072241263210927,0.06765873913776009,1.1072241263210927,1.0,1.0,0.0,0.0,1.1748828654588528
26,cin_26_00042,1073,1067,10391,11297,10413,10513,101,100,30,70,10443,29,10443,10432,10567,4,3,4.45,3.84,18.450001220703125,0.010000228881835938,18.450000762939453,1000.0,23.249999999999982,18.919971466064453,1000.0,18.919971466064453,1000.0,2.2850208282470703,1.1599954223807434,0.0,5.4,1.4499999999999993,0.010000228881835938,1.250004768371582,1.250004768371582,0.06000041961669922,0.6361131759510379,0.4777811370429118,0.15833203890812603,0.4777811370429118,1.0,1.0,0.0,0.0,0.6361131759510379
26,cin_26_00044,1123,1117,11017,11366,11086,11186,101,100,25,75,11111,24,11111,11100,11201,6,7,4.04,4.95,53.32999694824219,1.0099983215332031,50.119991302490234,53.79798126220703,49.60999999999999,50.119991302490234,55.17583465576172,52.619991302490234,70.15998840332031,2.0215132236480713,1.5400133515592713,0.008246362209320068,4.04,-2.4800000000000004,0.030000686645507812,1.7499923706054688,1.7499923706054688,0.030000686645507812,0.6826303378539842,0.5614708218841303,0.12115951596985389,0.5614708218841303,1.0,1.0,0.0,0.0,0.6826303378539842
26,cin_26_00045,1131,1119,11085,12037,11389,11489,101,100,15,85,11404,14,11404,11393,11477,3,2,4.85,4.14,17.350001220703128,2.380000114440918,12.890009880065918,7.367514610290527,13.270000000000016,12.890009880065918,8.938882827758789,16.089990615844727,8.938882827758789,1.430221438407898,0.9828546127069979,0.10068372637033463,3.36,1.9900000000000002,0.0,1.7500042915344238,1.7500042915344238,0.18000030517578125,1.1860019565036068,0.9961116077055102,0.18989034879809663,0.9961116077055102,1.0,1.0,0.0,0.0,1.1860019565036068
26,cin_26_00046,1148,1155,11350,12161,11955,12055,101,100,15,85,11970,14,11970,11959,12079,3,4,4.65,7.18,45.5799951171875,-2.9499998092651367,45.709999084472656,1000.0,67.51999999999998,47.56999969482422,1000.0,47.56999969482422,1000.0,3.6875970363616943,2.21335283084846,0.0,4.8,-1.7599999999999998,0.3399991989135742,0.9999990463256836,0.9999990463256836,0.3399991989135742,0.3515400554478565,0.26862323836774726,0.08291681708010923,0.26862323836774726,1.0,1.0,0.0,0.0,0.3515400554478565
26,cin_26_00047,1244,1240,12251,12686,12492,12592,101,100,30,70,12522,29,12522,12511,12678,6,7,5.05,5.05,27.869998168945312,1.220001220703125,25.990009307861328,23.18331527709961,26.079999999999995,25.990009307861328,43.54835891723633,27.000019073486328,43.54835891723633,1.2784099578857422,1.2400183108262761,0.00711853289976716,6.68,-1.6900000000000013,0.0,1.2500286102294922,1.2500286102294922,0.020000457763671875,1.0162212326943714,0.8642856884538891,0.15193554424048236,0.8642856884538891,1.0,1.0,0.0,0.0,1.0162212326943714
26,cin_26_00048,1283,1275,12618,13312,13125,13225,101,100,20,80,13145,19,13145,13134,13208,3,4,4.45,4.35,24.080003356933595,0.7299995422363281,20.69999885559082,21.815542221069336,20.940000000000005,20.69999885559082,21.815542221069336,23.51999855041504,26.133342742919922,1.5302536487579346,0.9866594611777796,0.02360701560974121,2.96,-1.7100000000000009,0.039999961853027344,1.750016212463379,1.750016212463379,0.09999942779541016,1.0256285329858403,0.8346850232909995,0.19094350969484086,0.8346850232909995,1.0,1.0,0.0,0.0,1.0256285329858403
26,cin_26_00049,1301,1289,12785,13457,13177,13277,101,100,25,75,13202,24,13202,13191,13432,3,2,4.35,5.05,44.060009765625,-1.6500005722045898,44.1200065612793,1000.0,51.3,45.679988861083984,1000.0,45.679988861083984,1000.0,3.6282756328582764,1.1600068664943686,0.0,9.64,1.63,0.009999752044677734,1.250004768371582,1.250004768371582,0.32000017166137695,0.45411297052828925,0.2963931574476523,0.15771981308063696,0.2963931574476523,1.0,1.0,0.0,0.0,0.45411297052828925
26,cin_26_00050,1300,1295,12781,13228,12942,13042,101,100,45,55,12987,44,12987,12976,13178,6,7,4.55,5.05,19.530001831054687,3.979999542236328,14.0600004196167,4.928756237030029,20.059999999999956,14.0600004196167,11.44186782836914,14.759997367858887,11.44186782836914,0.703191876411438,1.303969483120351,0.05637187510728836,8.08,-1.629999999999999,0.4500007629394531,1.2500286102294922,1.2500286102294922,0.4500007629394531,1.6972947577914554,1.5577422750601986,0.13955248273125678,1.5577422750601986,1.0,1.0,0.0,0.0,1.6972947577914554
26,cin_26_00051,1344,1337,13225,13905,13235,13335,101,100,30,70,13265,29,13265,13254,13411,3,4,4.65,4.35,30.329986572265625,5.190000534057617,12.6099853515625,4.2021026611328125,6.579999999999984,12.6099853515625,4.2021026611328125,23.959991455078125,4.772907257080078,1.2792307138442993,1.5299647148579059,0.5316656231880188,6.28,-1.620000000000001,0.010000228881835938,1.0000228881835938,1.0000228881835938,0.23999977111816406,2.056588788149082,1.9423311024351873,0.11425768571389477,1.9423311024351873,1.0,1.0,0.0,0.0,2.056588788149082
26,cin_26_00052,1352,1348,13312,13695,13423,13523,101,100,25,75,13448,24,13448,13437,13565,6,7,4.75,4.95,53.40000762939453,-0.26000022888183594,53.410011291503906,1000.0,60.64000000000001,53.80999755859375,1000.0,53.80999755859375,1000.0,2.4626998901367188,1.1360173952849622,0.0,5.12,-1.4699999999999989,0.0,1.2500286102294922,1.2500286102294922,0.010000228881835938,0.5778944170461267,0.41770778100237954,0.16018663604374708,0.41770778100237954,1.0,1.0,0.0,0.0,0.5778944170461267
26,cin_26_00053,1346,1350,13260,14005,13817,13917,101,100,45,55,13862,44,13862,13851,13942,3,2,4.75,4.14,13.840003662109375,1.0799999237060547,12.649993896484375,12.878506660461426,12.009999999999998,12.69000244140625,30.404747009277344,12.69000244140625,1000.0,1.0333877801895142,1.6719937439203494,0.006906817201524973,3.64,2.2600000000000007,0.26999998092651367,1.250004768371582,1.250004768371582,0.26999998092651367,1.154068362733412,1.0455564822296215,0.10851188050379057,1.0455564822296215,1.0,1.0,0.0,0.0,1.154068362733412
26,cin_26_00054,1352,1351,13312,13717,13594,13694,101,100,30,70,13624,29,13624,13613,13717,6,7,4.75,4.65,36.560009765625,-0.6100006103515625,36.58999252319336,91.14639282226562,36.88999999999997,37.0899772644043,91.14639282226562,37.0999870300293,1000.0,1.534325361251831,2.0932850149405557,0.002249128185212612,4.16,-1.6400000000000006,0.48000144958496094,0.7500171661376953,0.7500171661376953,0.48000144958496094,0.7679394252388693,0.6836536391195157,0.08428578611935356,0.6836536391195157,1.0,1.0,0.0,0.0,0.7679394252388693
26,cin_26_00055,1417,1411,13951,14528,14174,14274,101,100,25,75,14199,24,14199,14188,14390,3,4,4.95,4.14,17.850004272460936,0.030000686645507812,17.74000358581543,19.711124420166016,11.779999999999989,17.74000358581543,19.711124420166016,18.28999137878418,1000.0,1.0439492464065552,2.120001907350452,0.02282973937690258,8.08,-2.2600000000000016,0.48999977111816406,1.0000228881835938,1.0000228881835938,0.48999977111816406,1.127924731141178,1.0411638658270717,0.08676086531410632,1.0411638658270717,1.0,1.0,0.0,0.0,1.127924731141178
26,cin_26_00057,1459,1449,14390,15078,14392,14492,101,100,25,75,14417,24,14417,14406,14509,3,2,5.05,4.35,55.43998413085937,4.420000076293945,37.6200065612793,8.628440856933594,34.639999999999944,37.6200065612793,8.628440856933594,50.95002365112305,11.272128105163574,2.025846004486084,1.3759945831505465,0.25273823738098145,4.12,1.87,0.15999984741210938,1.250016689300537,1.250016689300537,0.15999984741210938,1.0300810919765881,0.8932481156226949,0.13683297635389335,0.8932481156226949,1.0,1.0,0.0,0.0,1.0300810919765881
26,cin_26_00058,1466,1456,14482,15261,14555,14655,101,100,30,70,14585,29,14585,14574,14706,4,3,5.05,4.85,54.00001220703125,4.930000305175781,38.27999496459961,8.98591423034668,29.699999999999978,38.27999496459961,8.98591423034668,49.15998458862305,13.17961597442627,2.142047166824341,1.9200019073504517,0.23703767359256744,5.28,2.01,0.4099998474121094,0.9999990463256836,0.9999990463256836,0.4099998474121094,0.876675893525795,0.7884306194630721,0.08824527406272292,0.7884306194630721,1.0,1.0,0.0,0.0,0.876675893525795
26,cin_26_00059,1457,1459,14390,15078,14743,14843,101,100,20,80,14763,19,14763,14752,14925,2,3,5.26,5.05,19.789999694824218,-1.3400001525878906,17.129995346069336,10.2738037109375,14.340000000000005,17.129995346069336,10.2738037109375,20.579999923706055,1000.0,1.4575071334838867,1.5360238803692683,0.0822136327624321,6.92,-2.0500000000000007,0.7600002288818359,1.250016689300537,1.250016689300537,0.7600002288818359,0.9537501809259048,0.8402405924951563,0.11350958843074857,0.8402405924951563,1.0,1.0,0.0,0.0,0.9537501809259048
26,cin_26_00060,1512,1492,15064,15506,15116,15216,101,100,45,55,15161,44,15161,15150,15404,3,4,4.04,7.18,195.47001708984374,24.23000144958496,111.94000244140625,6.38562536239624,27.950000000000003,111.94000244140625,6.38562536239624,154.1799774169922,7.262363910675049,4.81060791015625,7.519828342551974,1.461645245552063,10.16,-1.9100000000000001,0.7800006866455078,0.7500171661376953,0.7500171661376953,0.7800006866455078,1.1127139652441826,1.0883748539727878,0.02433911127139481,1.0883748539727878,1.0,1.0,0.0,0.0,1.1127139652441826
26,cin_26_00061,1540,1525,15382,15918,15384,15484,101,100,20,80,15404,19,15404,15393,15513,2,3,4.95,4.95,161.0699890136719,16.439998626708984,96.70001220703125,6.468228340148926,80.12999999999998,96.70001220703125,6.468228340148926,147.8100128173828,8.941925048828125,4.4968061447143555,1.580001430512839,1.1556485891342163,4.8,-1.7200000000000015,0.0,1.0000228881835938,1.0000228881835938,0.009999275207519531,1.092679557134979,0.9779579835850067,0.11472157354997231,0.9779579835850067,1.0,1.0,0.0,0.0,1.092679557134979
26,cin_26_00062,1610,1592,16191,16656,16375,16475,101,100,50,50,16425,49,16425,16414,16523,3,4,4.55,9.4,45.09000244140625,6.159999847412109,28.380002975463867,7.3011651039123535,24.4,28.380002975463867,8.466995239257812,34.63001251220703,8.466995239257812,1.674565315246582,1.519993896507658,0.24152608215808868,4.36,-2.0299999999999994,0.28999996185302734,1.250004768371582,1.250004768371582,0.28999996185302734,1.0625919921493332,0.9470348608724352,0.11555713127689811,0.9470348608724352,1.0,1.0,0.0,0.0,1.0625919921493332
26,cin_26_00063,1607,1619,16260,16766,16636,16736,101,100,30,70,16666,29,16666,16655,16766,4,3,4.75,4.85,8.799998474121093,-4.029999732971191,8.960001945495605,1000.0,26.069999999999997,13.640002250671387,1000.0,13.640002250671387,1000.0,0.9129854440689087,1.2100011920940323,0.0,4.44,1.3600000000000012,0.0,1.250004768371582,1.250004768371582,0.01999950408935547,1.1674586165895795,1.0130563766330805,0.15440223995649904,1.0130563766330805,1.0,1.0,0.0,0.0,1.1674586165895795
26,cin_26_00064,1628,1629,16371,16808,16423,16523,101,100,45,55,16468,44,16468,16457,16565,8,7,4.75,5.56,-5.079999237060546,-5.19999885559082,-4.860002040863037,1000.0,17.339999999999975,4.599997043609619,1000.0,4.599997043609619,1000.0,0.23505350947380066,1.4160219729915313,0.0,4.32,1.9499999999999993,0.25,1.4999866485595703,1.4999866485595703,0.25,4.452333088023681,4.324425937612196,0.1279071504114857,4.324425937612196,1.0,1.0,0.0,0.0,4.452333088023681
26,cin_26_00065,1635,1634,16445,16866,16448,16548,101,100,15,85,16463,14,16463,16452,16557,7,6,4.45,4.35,27.31999740600586,3.1099987030029297,16.32000160217285,7.17014217376709,15.760000000000025,16.32000160217285,7.17014217376709,25.35999870300293,8.07642936706543,1.0372188091278076,1.4800127157707346,0.2082010805606842,4.2,2.379999999999999,0.0,1.4999866485595703,1.4999866485595703,0.23999977111816406,1.8065694962694947,1.6863325277954495,0.12023696847404519,1.6863325277954495,1.0,1.0,0.0,0.0,1.8065694962694947
26,cin_26_00066,1680,1673,16945,17324,17053,17153,101,100,45,55,17098,44,17098,17087,17261,3,4,4.75,4.24,46.06998718261719,2.5600013732910156,36.52999496459961,16.05512237548828,32.9,36.52999496459961,16.05512237548828,41.41999435424805,16.116731643676758,1.6403957605361938,1.0399771123402632,0.07994310557842255,6.96,0.27999999999999936,0.0,0.5000114440917969,0.5000114440917969,0.3000001907348633,0.9982236102699764,0.8118736313797005,0.18634997889027594,0.8118736313797005,1.0,1.0,0.0,0.0,0.9982236102699764
26,cin_26_00067,1682,1680,16968,17376,17081,17181,101,100,25,75,17106,24,17106,17095,17228,3,4,4.45,4.75,13.2900146484375,0.5799999237060547,11.940008163452148,23.28070640563965,12.919999999999996,11.940008163452148,31.1500244140625,13.080007553100586,38.4705924987793,0.5115372538566589,2.180002384188065,0.006420534569770098,5.32,-2.33,0.09000015258789062,1.250004768371582,1.250004768371582,0.09000015258789062,2.2216177764090044,2.135027261057369,0.08659051535163537,2.135027261057369,1.0,1.0,0.0,0.0,2.2216177764090044
26,cin_26_00068,1690,1688,17044,17490,17337,17437,101,100,25,75,17362,24,17362,17351,17454,6,7,8.49,4.85,18.14001281738281,-1.7999992370605469,18.200010299682617,1000.0,28.709999999999994,20.230024337768555,1000.0,20.230024337768555,1000.0,0.9610463380813599,2.3699465954606143,0.0,4.12,-2.3699999999999974,0.7600002288818359,1.0000228881835938,1.0000228881835938,0.7600002288818359,1.0591811143547558,0.9871595182579503,0.07202159609680557,0.9871595182579503,1.0,1.0,0.0,0.0,1.0591811143547558
26,cin_26_00069,1731,1730,17503,17951,17519,17619,101,100,25,75,17544,24,17544,17533,17904,6,7,5.15,4.85,17.14999771118164,0.25,15.520004272460938,33.64572525024414,13.220000000000027,15.520004272460938,33.64572525024414,16.76000213623047,42.974430084228516,0.7482143640518188,1.4500367173716084,0.007133170962333679,14.84,-1.5999999999999979,0.07999992370605469,1.0000228881835938,1.0000228881835938,0.07999992370605469,1.634957668249784,1.5066647764171328,0.1282928918326512,1.5066647764171328,1.0,1.0,0.0,0.0,1.634957668249784
26,cin_26_00070,1752,1741,17725,18119,17970,18070,101,100,30,70,18000,29,18000,17989,18088,3,4,4.35,4.65,33.95000457763672,5.109999656677246,21.219993591308594,6.55918550491333,20.449999999999996,21.219993591308594,6.807692527770996,28.31999969482422,6.807692527770996,1.3754249811172485,1.8719929809838067,0.3055367171764374,3.96,-2.4700000000000006,0.5599994659423828,1.250004768371582,1.250004768371582,0.5599994659423828,1.295661345970429,1.198939324723559,0.09672202124687002,1.198939324723559,1.0,1.0,0.0,0.0,1.295661345970429
26,cin_26_00071,1783,1770,18062,18489,18247,18347,101,100,45,55,18292,44,18292,18281,18454,3,4,4.95,4.75,67.87999572753907,9.039999961853027,45.290000915527344,7.482368469238281,47.03999999999999,45.290000915527344,8.524412155151367,54.13001251220703,8.524412155151367,2.5911924839019775,1.3733233728045775,0.37245967984199524,6.92,-2.280000000000001,0.25,1.5000104904174805,1.5000104904174805,0.25,0.8368585136195498,0.7045511312306998,0.13230738238885,0.7045511312306998,1.0,1.0,0.0,0.0,0.8368585136195498
26,cin_26_00072,1794,1790,18176,18971,18288,18388,101,100,50,50,18338,49,18338,18327,18516,2,3,4.55,8.29,16.9299755859375,3.3700008392333984,11.259992599487305,5.057226657867432,9.369999999999992,11.259992599487305,12.169824600219727,12.900007247924805,12.169824600219727,0.7719932794570923,2.066718166356715,0.04355031996965408,7.56,-1.58,0.7600002288818359,0.9999990463256836,0.9999990463256836,0.7600002288818359,1.5939221577979759,1.5073508807437135,0.08657127705426232,1.5073508807437135,1.0,1.0,0.0,0.0,1.5939221577979759
26,cin_26_00073,1807,1810,18322,19251,18796,18896,101,100,15,85,18811,14,18811,18800,18932,2,3,4.35,4.95,6.560006713867187,0.559999942779541,6.059991359710693,11.678577423095703,12.560000000000008,6.059991359710693,16.184234619140625,6.150002956390381,16.184234619140625,1.1410024166107178,2.000001907350452,0.011739809066057205,5.28,-2.000000000000001,0.6599998474121094,0.9999990463256836,0.9999990463256836,0.6599998474121094,1.0295935656870232,0.9447874867548259,0.08480607893219723,0.9447874867548259,1.0,1.0,0.0,0.0,1.0295935656870232
26,cin_26_00074,1814,1812,18389,18834,18502,18602,101,100,20,80,18522,19,18522,18511,18675,7,8,4.24,5.05,19.500004272460938,-2.979999542236328,19.630001068115234,1000.0,41.25999999999998,21.940006256103516,1000.0,21.940006256103516,1000.0,1.173262357711792,1.6800259403372244,0.0,6.56,-2.179999999999996,0.3900012969970703,1.2499809265136719,1.2499809265136719,0.3900012969970703,0.9023219418107024,0.7988727061224046,0.10344923568829774,0.7988727061224046,1.0,1.0,0.0,0.0,0.9023219418107024
26,cin_26_00075,1817,1813,18406,19111,18490,18590,101,100,25,75,18515,24,18515,18504,18625,3,2,4.14,4.65,26.220020751953125,-1.7999992370605469,26.289997100830078,31.457441329956055,27.619999999999987,27.839984893798828,31.457441329956055,27.839984893798828,1000.0,1.552704095840454,1.653334922792043,0.014940829947590828,4.84,2.6400000000000006,0.0,1.4999985694885254,1.4999985694885254,0.0,0.7549885611550748,0.6478942413103392,0.1070943198447356,0.6478942413103392,1.0,1.0,0.0,0.0,0.7549885611550748
26,cin_26_00076,1799,1813,18379,19111,18908,19008,101,100,35,65,18943,34,18943,18932,19029,2,3,5.05,4.65,4.450003051757813,-4.319999694824219,4.609999179840088,1000.0,15.979999999999999,9.05000114440918,1000.0,9.05000114440918,1000.0,1.0773811340332031,1.0159957275553606,0.0,3.88,-1.4699999999999998,0.0,1.5000104904174805,1.5000104904174805,0.039999961853027344,1.0750948338773934,0.8885744649100751,0.18652036896731833,0.8885744649100751,1.0,1.0,0.0,0.0,1.0750948338773934
26,cin_26_00077,1843,1837,18634,19521,19208,19308,101,100,45,55,19253,44,19253,19242,19392,2,3,4.95,4.35,6.950006103515625,-1.4800004959106445,7.010003566741943,1000.0,14.819999999999999,9.299997329711914,1000.0,9.299997329711914,1000.0,1.0310417413711548,1.4200019073504517,0.0,6.0,-1.5599999999999996,0.19999980926513672,1.2499809265136719,1.2499809265136719,0.19999980926513672,1.1665002265494584,1.0379058608588114,0.12859436569064697,1.0379058608588114,1.0,1.0,0.0,0.0,1.1665002265494584
26,cin_26_00078,1870,1852,18893,19344,18915,19015,101,100,15,85,18930,14,18930,18919,19127,3,4,4.85,4.55,100.60999755859375,11.920000076293945,60.7299919128418,7.759998321533203,36.06000000000002,60.7299919128418,7.759998321533203,93.54002380371094,8.17657470703125,3.181633472442627,1.353323690693793,0.6995594501495361,8.32,-2.1799999999999997,0.1900005340576172,1.5000104904174805,1.5000104904174805,0.1900005340576172,1.019422111751167,0.8872573935245354,0.1321647182266317,0.8872573935245354,1.0,1.0,0.0,0.0,1.019422111751167
26,cin_26_00079,1864,1859,18833,19250,19146,19246,101,100,20,80,19166,19,19166,19155,19250,8,7,4.45,4.24,17.489991455078126,1.6099987030029297,16.139986038208008,11.09553337097168,19.289999999999992,16.139986038208008,18.919513702392578,16.459993362426758,18.919513702392578,0.7043214440345764,2.2132824718672515,0.022992156445980072,3.8,1.7800000000000011,0.4699993133544922,1.0000228881835938,1.0000228881835938,0.4699993133544922,1.5594148604800295,1.4719668452121055,0.08744801526792395,1.4719668452121055,1.0,1.0,0.0,0.0,1.5594148604800295
26,cin_26_00080,1909,1904,19332,19755,19357,19457,101,100,35,65,19392,34,19392,19381,19618,3,4,4.75,4.55,68.4499755859375,9.379999160766602,40.99999237060547,6.744455337524414,33.49999999999998,40.99999237060547,6.78102445602417,55.740013122558594,6.78102445602417,1.874243974685669,1.8959926758091896,0.6061030626296997,9.48,-2.4200000000000017,0.630000114440918,1.250004768371582,1.250004768371582,0.630000114440918,1.124703783627501,1.0321141294131253,0.0925896542143756,1.0321141294131253,1.0,1.0,0.0,0.0,1.124703783627501
26,cin_26_00081,1913,1912,19388,19772,19449,19549,101,100,50,50,19499,49,19499,19488,19602,6,7,5.15,4.85,22.019996643066406,-1.8999996185302734,22.089996337890625,1000.0,29.67999999999998,25.139999389648438,1000.0,25.139999389648438,1000.0,0.9816477298736572,1.415966431432386,0.0,4.56,-1.9299999999999997,0.48999977111816406,1.2500286102294922,1.2500286102294922,0.48999977111816406,1.131443710498857,1.0073671750982136,0.1240765354006435,1.0073671750982136,1.0,1.0,0.0,0.0,1.131443710498857
